r_t,a_t,s_t,s_t_p_1,id_simulation
-1.0,"(0, 1)","(17, 8)","(17, 8)",171
-4.616210788184632,"(1, 2)","(17, 8)","(16, 8)",171
-5.459517225951723,"(1, 1)","(16, 8)","(17, 8)",171
-3.2401310346118644,"(1, 3)","(17, 8)","(17, 9)",171
-5.459517225951723,"(1, 4)","(17, 9)","(17, 8)",171
-2.308105394092316,"(2, 2)","(17, 8)","(16, 8)",171
-6.019173328585345,"(1, 3)","(16, 8)","(16, 9)",171
-1.0,"(0, 1)","(16, 9)","(16, 9)",171
-2.308105394092316,"(2, 4)","(16, 9)","(16, 8)",171
-1.924204895426037,"(2, 4)","(16, 8)","(16, 7)",171
-1.0,"(0, 2)","(16, 7)","(16, 7)",171
-1.4965294180726543,"(3, 2)","(16, 7)","(15, 7)",171
-1.0,"(0, 3)","(15, 7)","(15, 7)",171
-2.45395562180796,"(3, 3)","(15, 7)","(15, 8)",171
-1.7905947700356963,"(2, 2)","(15, 8)","(14, 8)",171
-7.361866865423879,"(1, 1)","(14, 8)","(15, 8)",171
-4.705991679779647,"(1, 3)","(15, 8)","(15, 9)",171
-3.6809334327119396,"(2, 4)","(15, 9)","(15, 8)",171
-3.5811895400713927,"(1, 2)","(15, 8)","(14, 8)",171
-1.396058601922328,"(3, 3)","(14, 8)","(14, 9)",171
-1.1937298466904642,"(3, 4)","(14, 9)","(14, 8)",171
-1.396058601922328,"(3, 3)","(14, 8)","(14, 9)",171
-2.6852251563737104,"(2, 3)","(14, 9)","(14, 10)",171
-2.254455027522658,"(2, 1)","(14, 10)","(15, 10)",171
-1.4338204985529404,"(3, 1)","(15, 10)","(16, 10)",171
-1.0,"(0, 2)","(16, 10)","(16, 10)",171
-1.0,"(0, 4)","(16, 10)","(16, 10)",171
-2.0063911095284483,"(3, 4)","(16, 10)","(16, 9)",171
-1.0,"(0, 4)","(16, 9)","(16, 9)",171
-3.2401310346118644,"(1, 1)","(16, 9)","(17, 9)",171
-1.0,"(0, 3)","(17, 9)","(17, 9)",171
-3.0095866642926725,"(2, 2)","(17, 9)","(16, 9)",171
-1.0,"(0, 3)","(16, 9)","(16, 9)",171
-1.6200655173059322,"(2, 1)","(16, 9)","(17, 9)",171
-2.375233842164458,"(2, 1)","(17, 9)","(18, 9)",171
-1.0,"(0, 4)","(1, 1)","(1, 1)",172
-2.4299144881073387,"(2, 3)","(1, 1)","(1, 2)",172
-1.0,"(0, 2)","(1, 2)","(1, 2)",172
-1.6808868891236817,"(3, 3)","(1, 2)","(1, 3)",172
-2.733255909693169,"(2, 1)","(1, 3)","(2, 3)",172
-2.4255254256749343,"(2, 3)","(2, 3)","(2, 4)",172
-2.0741538590484963,"(2, 2)","(2, 4)","(1, 4)",172
-2.5213303336855226,"(2, 4)","(1, 4)","(1, 3)",172
-1.0,"(0, 1)","(1, 3)","(1, 3)",172
-1.0,"(0, 1)","(1, 3)","(1, 3)",172
-4.1483077180969925,"(1, 3)","(1, 3)","(1, 4)",172
-5.634260359189562,"(1, 2)","(1, 4)","(0, 4)",172
-4.1483077180969925,"(1, 1)","(0, 4)","(1, 4)",172
-2.4255254256749343,"(2, 1)","(1, 4)","(2, 4)",172
-5.466511819386338,"(1, 4)","(2, 4)","(2, 3)",172
-3.4927163816763658,"(2, 4)","(2, 3)","(2, 2)",172
-1.5553707091919187,"(3, 4)","(2, 2)","(2, 1)",172
-2.0423006831252692,"(2, 4)","(2, 1)","(2, 0)",172
-1.5217502827570224,"(3, 1)","(2, 0)","(3, 0)",172
-1.3615337887501795,"(3, 2)","(3, 0)","(2, 0)",172
-3.0341529973628343,"(2, 2)","(2, 0)","(1, 0)",172
-5.38972621599632,"(1, 3)","(1, 0)","(1, 1)",172
-1.0,"(0, 3)","(1, 1)","(1, 1)",172
-2.4299144881073387,"(2, 3)","(1, 1)","(1, 2)",172
-2.328477587784244,"(3, 1)","(1, 2)","(2, 2)",172
-1.8221706064621126,"(3, 3)","(2, 2)","(2, 3)",172
-1.6808868891236817,"(3, 2)","(2, 3)","(1, 3)",172
-2.0741538590484963,"(2, 3)","(1, 3)","(1, 4)",172
-1.8780867863965207,"(3, 2)","(1, 4)","(0, 4)",172
-2.0741538590484963,"(2, 1)","(0, 4)","(1, 4)",172
-4.610386770664819,"(1, 3)","(1, 4)","(1, 5)",172
-1.382769239365664,"(3, 4)","(1, 5)","(1, 4)",172
-1.6808868891236817,"(3, 4)","(1, 4)","(1, 3)",172
-4.859828976214677,"(1, 4)","(1, 3)","(1, 2)",172
-3.4927163816763658,"(2, 1)","(1, 2)","(2, 2)",172
-1.5553707091919187,"(3, 4)","(2, 2)","(2, 1)",172
-5.38972621599632,"(1, 2)","(2, 1)","(1, 1)",172
-1.5553707091919187,"(3, 1)","(1, 1)","(2, 1)",172
-1.7965754053321066,"(3, 2)","(2, 1)","(1, 1)",172
-2.4299144881073387,"(2, 3)","(1, 1)","(1, 2)",172
-1.6828899105527153,"(2, 2)","(1, 2)","(0, 2)",172
-1.0,"(0, 4)","(0, 2)","(0, 2)",172
-1.0,"(0, 3)","(0, 2)","(0, 2)",172
-4.859828976214677,"(1, 1)","(0, 2)","(1, 2)",172
-1.7965754053321066,"(3, 4)","(1, 2)","(1, 1)",172
-1.0,"(0, 4)","(1, 1)","(1, 1)",172
-4.666112127575756,"(1, 1)","(1, 1)","(2, 1)",172
-1.0,"(0, 1)","(2, 1)","(2, 1)",172
-2.0423006831252692,"(2, 4)","(2, 1)","(2, 0)",172
-40.0,"(2, 4)","(2, 0)","(2, 0)",172
-20.0,"(1, 4)","(2, 0)","(2, 0)",172
-20.0,"(1, 4)","(2, 0)","(2, 0)",172
-2.333056063787878,"(2, 3)","(2, 0)","(2, 1)",172
-2.328477587784244,"(3, 3)","(2, 1)","(2, 2)",172
-1.8221706064621126,"(3, 3)","(2, 2)","(2, 3)",172
-1.6170169504499563,"(3, 3)","(2, 3)","(2, 4)",172
-5.466511819386338,"(1, 4)","(2, 4)","(2, 3)",172
-2.251175312768106,"(2, 1)","(2, 3)","(3, 3)",172
-5.466511819386338,"(1, 2)","(3, 3)","(2, 3)",172
-2.4255254256749343,"(2, 3)","(2, 3)","(2, 4)",172
-2.0741538590484963,"(2, 2)","(2, 4)","(1, 4)",172
-4.851050851349869,"(1, 1)","(1, 4)","(2, 4)",172
-1.382769239365664,"(3, 2)","(2, 4)","(1, 4)",172
-2.4255254256749343,"(2, 1)","(1, 4)","(2, 4)",172
-1.0,"(0, 4)","(2, 4)","(2, 4)",172
-1.0,"(0, 4)","(2, 4)","(2, 4)",172
-5.970006839356797,"(1, 3)","(2, 4)","(2, 5)",172
-5.027167778505572,"(1, 1)","(2, 5)","(3, 5)",172
-6.167966563804941,"(1, 1)","(3, 5)","(4, 5)",172
-1.6757225928351909,"(3, 2)","(4, 5)","(3, 5)",172
-5.970006839356797,"(1, 2)","(3, 5)","(2, 5)",172
-1.5367955902216064,"(3, 2)","(2, 5)","(1, 5)",172
-5.998989199450126,"(1, 2)","(1, 5)","(0, 5)",172
-1.0,"(0, 2)","(0, 5)","(0, 5)",172
-1.0,"(0, 2)","(0, 5)","(0, 5)",172
-2.033400016328779,"(2, 3)","(0, 5)","(0, 6)",172
-5.998989199450126,"(1, 4)","(0, 6)","(0, 5)",172
-4.610386770664819,"(1, 1)","(0, 5)","(1, 5)",172
-1.382769239365664,"(3, 4)","(1, 5)","(1, 4)",172
-2.5213303336855226,"(2, 4)","(1, 4)","(1, 3)",172
-1.8221706064621126,"(3, 1)","(1, 3)","(2, 3)",172
-4.851050851349869,"(1, 3)","(2, 3)","(2, 4)",172
-1.382769239365664,"(3, 2)","(2, 4)","(1, 4)",172
-4.610386770664819,"(1, 3)","(1, 4)","(1, 5)",172
-1.990002279785599,"(3, 1)","(1, 5)","(2, 5)",172
-2.513583889252786,"(2, 1)","(2, 5)","(3, 5)",172
-3.0839832819024706,"(2, 1)","(3, 5)","(4, 5)",172
-1.0,"(0, 1)","(4, 5)","(4, 5)",172
-4.542505170679577,"(1, 3)","(4, 5)","(4, 6)",172
-1.0,"(0, 1)","(4, 6)","(4, 6)",172
-1.0,"(0, 1)","(4, 6)","(4, 6)",172
-1.8622369108558712,"(3, 2)","(4, 6)","(3, 6)",172
-1.0,"(0, 1)","(3, 6)","(3, 6)",172
-2.3758899733976797,"(2, 2)","(3, 6)","(2, 6)",172
-4.727051956320012,"(1, 3)","(2, 6)","(2, 7)",172
-4.751779946795359,"(1, 4)","(2, 7)","(2, 6)",172
-2.3082258291951336,"(2, 2)","(2, 6)","(1, 6)",172
-2.0256803215440002,"(3, 3)","(1, 6)","(1, 7)",172
-2.3082258291951336,"(2, 4)","(1, 7)","(1, 6)",172
-1.0,"(0, 4)","(1, 6)","(1, 6)",172
-1.0,"(0, 1)","(12, 6)","(12, 6)",173
-1.0,"(0, 3)","(12, 6)","(12, 6)",173
-1.5505930039276958,"(3, 3)","(12, 6)","(12, 7)",173
-2.907532226972986,"(2, 2)","(12, 7)","(11, 7)",173
-1.8895868087292504,"(2, 2)","(11, 7)","(10, 7)",173
-2.3106053099398114,"(2, 3)","(10, 7)","(10, 8)",173
-2.864854676060556,"(2, 3)","(10, 8)","(10, 9)",173
-4.2186299619862035,"(1, 3)","(10, 9)","(10, 10)",173
-2.171708482050236,"(2, 2)","(10, 10)","(9, 10)",173
-2.0228821698630273,"(2, 3)","(9, 10)","(9, 11)",173
-1.0,"(0, 3)","(9, 11)","(9, 11)",173
-4.343416964100472,"(1, 4)","(9, 11)","(9, 10)",173
-2.1093149809931018,"(2, 1)","(9, 10)","(10, 10)",173
-1.4478056547001572,"(3, 2)","(10, 10)","(9, 10)",173
-3.6358722232021554,"(2, 4)","(9, 10)","(9, 9)",173
-5.729709352121112,"(1, 1)","(9, 9)","(10, 9)",173
-1.0,"(0, 1)","(10, 9)","(10, 9)",173
-1.0,"(0, 2)","(10, 9)","(10, 9)",173
-1.0,"(0, 1)","(10, 9)","(10, 9)",173
-4.621210619879623,"(1, 4)","(10, 9)","(10, 8)",173
-2.6490846583368923,"(2, 4)","(13, 7)","(13, 6)",174
-1.9917676224035503,"(3, 4)","(13, 6)","(13, 5)",174
-3.141325267587768,"(2, 1)","(13, 5)","(14, 5)",174
-3.447150769259941,"(2, 3)","(14, 5)","(14, 6)",174
-2.6490846583368923,"(2, 2)","(14, 6)","(13, 6)",174
-3.3657436844547184,"(2, 2)","(13, 6)","(12, 6)",174
-1.0,"(0, 2)","(12, 6)","(12, 6)",174
-1.0,"(0, 3)","(12, 6)","(12, 6)",174
-1.5505930039276958,"(3, 3)","(12, 6)","(12, 7)",174
-3.3657436844547184,"(2, 4)","(12, 7)","(12, 6)",174
-1.1832415895625168,"(3, 2)","(12, 6)","(11, 6)",174
-1.0,"(0, 4)","(11, 6)","(11, 6)",174
-1.0,"(0, 4)","(11, 6)","(11, 6)",174
-1.0,"(0, 4)","(11, 6)","(11, 6)",174
-5.815064453945972,"(1, 3)","(11, 6)","(11, 7)",174
-1.8895868087292504,"(2, 2)","(11, 7)","(10, 7)",174
-2.527296695342845,"(2, 4)","(10, 7)","(10, 6)",174
-6.231971449602572,"(1, 2)","(10, 6)","(9, 6)",174
-2.1946529004076956,"(2, 2)","(9, 6)","(8, 6)",174
-2.398081126750015,"(2, 4)","(8, 6)","(8, 5)",174
-2.1946529004076956,"(2, 3)","(8, 5)","(8, 6)",174
-1.5987207511666766,"(3, 4)","(8, 6)","(8, 5)",174
-1.0,"(0, 4)","(8, 5)","(8, 5)",174
-5.128382300659425,"(1, 4)","(8, 5)","(8, 4)",174
-4.79616225350003,"(1, 3)","(8, 4)","(8, 5)",174
-1.6180687164575251,"(3, 2)","(8, 5)","(7, 5)",174
-1.0,"(0, 2)","(7, 5)","(7, 5)",174
-1.4687953445304476,"(3, 2)","(7, 5)","(6, 5)",174
-1.0,"(0, 2)","(6, 5)","(6, 5)",174
-1.0,"(0, 2)","(6, 5)","(6, 5)",174
-4.80796354611186,"(1, 4)","(6, 5)","(6, 4)",174
-1.4687953445304476,"(3, 3)","(6, 4)","(6, 5)",174
1.0,"(3, 2)","(6, 5)","(5, 5)",174
-4.4063860335913425,"(1, 1)","(5, 5)","(6, 5)",174
-1.0,"(0, 4)","(6, 5)","(6, 5)",174
-2.4271030746862876,"(2, 1)","(6, 5)","(7, 5)",174
-4.201269677682632,"(1, 3)","(7, 5)","(7, 6)",174
-2.1946529004076956,"(2, 1)","(7, 6)","(8, 6)",174
-1.418114430737538,"(3, 3)","(8, 6)","(8, 7)",174
-3.4701470920956377,"(2, 3)","(8, 7)","(8, 8)",174
-4.163317522886767,"(1, 1)","(8, 8)","(9, 8)",174
-5.194325764637363,"(1, 4)","(9, 8)","(9, 7)",174
-1.2597245391528336,"(3, 1)","(9, 7)","(10, 7)",174
-1.9383548179819907,"(3, 1)","(10, 7)","(11, 7)",174
-3.5497247686875504,"(1, 4)","(11, 7)","(11, 6)",174
-1.0,"(0, 2)","(11, 6)","(11, 6)",174
-5.853562401818453,"(1, 4)","(11, 6)","(11, 5)",174
-1.0,"(0, 3)","(11, 5)","(11, 5)",174
-1.0,"(0, 2)","(11, 5)","(11, 5)",174
-1.710693353736508,"(2, 2)","(11, 5)","(10, 5)",174
-3.4482753849177517,"(2, 1)","(11, 12)","(12, 12)",175
-1.905254634177503,"(3, 4)","(12, 12)","(12, 11)",175
-5.884517110245538,"(1, 2)","(12, 11)","(11, 11)",175
-2.8578819512662545,"(2, 1)","(11, 11)","(12, 11)",175
-5.497136060437471,"(1, 1)","(12, 11)","(13, 11)",175
-1.0,"(0, 3)","(13, 11)","(13, 11)",175
-2.6709135986336476,"(2, 1)","(13, 11)","(14, 11)",175
-1.0,"(0, 3)","(14, 11)","(14, 11)",175
-1.0,"(0, 4)","(14, 11)","(14, 11)",175
-2.5246208565547907,"(2, 1)","(14, 11)","(15, 11)",175
-4.508910055045316,"(1, 4)","(15, 11)","(15, 10)",175
-1.0,"(0, 3)","(15, 10)","(15, 10)",175
-5.370450312747421,"(1, 2)","(15, 10)","(14, 10)",175
-4.508910055045316,"(1, 1)","(14, 10)","(15, 10)",175
-1.5686638932598822,"(3, 4)","(15, 10)","(15, 9)",175
-4.188175805766984,"(1, 2)","(15, 9)","(14, 9)",175
-1.1937298466904642,"(3, 4)","(14, 9)","(14, 8)",175
-1.0,"(0, 3)","(14, 8)","(14, 8)",175
-3.5443983546106477,"(1, 2)","(14, 8)","(13, 8)",175
-1.0,"(0, 3)","(13, 8)","(13, 8)",175
-2.5698874352136376,"(2, 4)","(13, 8)","(13, 7)",175
-2.0177569843871193,"(2, 1)","(13, 7)","(14, 7)",175
-5.139774870427275,"(1, 2)","(14, 7)","(13, 7)",175
-1.0,"(0, 3)","(13, 7)","(13, 7)",175
-1.0,"(0, 3)","(13, 7)","(13, 7)",175
-1.7721991773053238,"(2, 3)","(13, 7)","(13, 8)",175
-1.0,"(0, 1)","(13, 8)","(13, 8)",175
-5.139774870427275,"(1, 4)","(13, 8)","(13, 7)",175
-1.5505930039276958,"(3, 2)","(13, 7)","(12, 7)",175
-2.8802704351044217,"(2, 3)","(12, 7)","(12, 8)",175
-5.360845675439647,"(1, 2)","(12, 8)","(11, 8)",175
-1.0,"(0, 4)","(11, 8)","(11, 8)",175
-4.621210619879623,"(1, 2)","(11, 8)","(10, 8)",175
-1.0,"(0, 3)","(10, 8)","(10, 8)",175
-4.163317522886767,"(1, 2)","(10, 8)","(9, 8)",175
-5.194325764637363,"(1, 4)","(9, 8)","(9, 7)",175
-1.0,"(0, 3)","(9, 7)","(9, 7)",175
-1.8895868087292504,"(2, 1)","(9, 7)","(10, 7)",175
-2.527296695342845,"(2, 4)","(10, 7)","(10, 6)",175
-1.1832415895625168,"(3, 1)","(10, 6)","(11, 6)",175
-1.0,"(0, 2)","(11, 6)","(11, 6)",175
-6.731487368909437,"(1, 1)","(11, 6)","(12, 6)",175
-1.1832415895625168,"(3, 2)","(12, 6)","(11, 6)",175
-1.6848644635618966,"(3, 2)","(11, 6)","(10, 6)",175
-3.421386707473016,"(1, 4)","(10, 6)","(10, 5)",175
-1.0,"(0, 2)","(10, 5)","(10, 5)",175
-1.4731784822156573,"(3, 4)","(10, 5)","(10, 4)",175
-1.0,"(0, 4)","(10, 4)","(10, 4)",175
-3.421386707473016,"(1, 3)","(10, 4)","(10, 5)",175
-1.9511874672728178,"(3, 1)","(10, 5)","(11, 5)",175
-2.9477127987486043,"(2, 1)","(0, 9)","(1, 9)",176
-5.355171366341746,"(1, 1)","(1, 9)","(2, 9)",176
-2.1135725501845215,"(3, 3)","(2, 9)","(2, 10)",176
-5.664469989746609,"(1, 1)","(2, 10)","(3, 10)",176
-1.0,"(0, 1)","(3, 10)","(3, 10)",176
-1.8741380259592346,"(2, 3)","(3, 10)","(3, 11)",176
-4.160750948692891,"(1, 2)","(3, 11)","(2, 11)",176
-1.2494253506394897,"(3, 1)","(2, 11)","(3, 11)",176
-2.2278016459517915,"(2, 1)","(3, 11)","(4, 11)",176
-1.2494253506394897,"(3, 2)","(4, 11)","(3, 11)",176
-1.0,"(0, 1)","(3, 11)","(3, 11)",176
-4.736775842664584,"(1, 3)","(3, 11)","(3, 12)",176
-1.0,"(0, 4)","(3, 12)","(3, 12)",176
-1.0,"(0, 1)","(3, 12)","(3, 12)",176
-1.1200817763143822,"(3, 3)","(3, 12)","(3, 13)",176
-5.952389313756568,"(1, 3)","(3, 13)","(3, 14)",176
-1.1200817763143822,"(3, 4)","(3, 14)","(3, 13)",176
-1.4523542503668103,"(3, 1)","(3, 13)","(4, 13)",176
-3.360245328943147,"(1, 2)","(4, 13)","(3, 13)",176
-2.1785313755502154,"(2, 1)","(3, 13)","(4, 13)",176
-3.1137353454889913,"(2, 4)","(17, 1)","(17, 0)",177
-1.0,"(0, 1)","(17, 0)","(17, 0)",177
-40.0,"(2, 4)","(17, 0)","(17, 0)",177
-3.6638486312910965,"(1, 1)","(17, 0)","(18, 0)",177
-1.6197242066843758,"(2, 1)","(18, 0)","(19, 0)",177
-1.221282877097032,"(3, 2)","(19, 0)","(18, 0)",177
-6.227470690977983,"(1, 2)","(18, 0)","(17, 0)",177
-5.036478562310508,"(1, 3)","(17, 0)","(17, 1)",177
-5.307464248262899,"(1, 1)","(17, 1)","(18, 1)",177
-1.0,"(0, 4)","(18, 1)","(18, 1)",177
-2.518239281155254,"(2, 2)","(18, 1)","(17, 1)",177
-1.1470157828276375,"(3, 2)","(17, 1)","(16, 1)",177
-1.0,"(0, 1)","(16, 1)","(16, 1)",177
-1.3847314561075195,"(3, 4)","(16, 1)","(16, 0)",177
-6.227470690977983,"(1, 1)","(16, 0)","(17, 0)",177
-1.0,"(0, 2)","(17, 0)","(17, 0)",177
-1.0,"(0, 1)","(17, 0)","(17, 0)",177
-1.0,"(0, 3)","(17, 0)","(17, 0)",177
-1.0,"(0, 4)","(17, 0)","(17, 0)",177
-1.0,"(0, 4)","(17, 0)","(17, 0)",177
-1.678826187436836,"(3, 3)","(17, 0)","(17, 1)",177
-1.5727281596427263,"(3, 3)","(17, 1)","(17, 2)",177
-4.737471259603975,"(1, 1)","(17, 2)","(18, 2)",177
-1.0,"(0, 3)","(18, 2)","(18, 2)",177
-0.976627911035966,"(3, 3)","(18, 2)","(18, 3)",177
-2.3687356298019875,"(2, 4)","(18, 3)","(18, 2)",177
-2.3590922394640894,"(2, 2)","(18, 2)","(17, 2)",177
-4.859025154386165,"(1, 3)","(17, 2)","(17, 3)",177
-1.48002530415736,"(3, 2)","(17, 3)","(16, 3)",177
-2.4295125771930826,"(2, 1)","(16, 3)","(17, 3)",177
-6.426158676087904,"(1, 3)","(17, 3)","(17, 4)",177
-4.859025154386165,"(1, 4)","(17, 4)","(17, 3)",177
-1.48002530415736,"(3, 2)","(17, 3)","(16, 3)",177
-6.11872958783085,"(1, 4)","(16, 3)","(16, 2)",177
-4.44007591247208,"(1, 3)","(16, 2)","(16, 3)",177
-1.6595983624345212,"(3, 3)","(16, 3)","(16, 4)",177
-4.44007591247208,"(1, 4)","(16, 4)","(16, 3)",177
-1.6595983624345212,"(3, 3)","(16, 3)","(16, 4)",177
-3.24090383814024,"(1, 2)","(16, 4)","(15, 4)",177
-1.0,"(0, 2)","(15, 4)","(15, 4)",177
-5.020526044756527,"(1, 3)","(15, 4)","(15, 5)",177
-1.0,"(0, 3)","(15, 5)","(15, 5)",177
-2.6359365392874574,"(2, 3)","(15, 5)","(15, 6)",177
-2.479267478446075,"(2, 1)","(15, 6)","(16, 6)",177
-2.0812427894626104,"(2, 1)","(16, 6)","(17, 6)",177
-1.0,"(0, 1)","(17, 6)","(17, 6)",177
-3.789197417789008,"(1, 1)","(17, 6)","(18, 6)",177
-1.3874951929750736,"(3, 2)","(18, 6)","(17, 6)",177
-1.0,"(0, 2)","(17, 6)","(17, 6)",177
-1.5896384004525705,"(3, 4)","(17, 6)","(17, 5)",177
-3.90082487029692,"(1, 1)","(17, 5)","(18, 5)",177
-1.5896384004525705,"(3, 2)","(18, 5)","(17, 5)",177
-1.30027495676564,"(3, 1)","(17, 5)","(18, 5)",177
-1.0,"(0, 2)","(18, 5)","(18, 5)",177
-1.2630658059296693,"(3, 3)","(18, 5)","(18, 6)",177
-4.162485578925221,"(1, 2)","(18, 6)","(17, 6)",177
-4.95853495689215,"(1, 2)","(17, 6)","(16, 6)",177
-1.7572910261916384,"(3, 2)","(16, 6)","(15, 6)",177
-2.479267478446075,"(2, 1)","(15, 6)","(16, 6)",177
-1.6610559904672373,"(3, 4)","(16, 6)","(16, 5)",177
-4.95853495689215,"(1, 3)","(16, 5)","(16, 6)",177
-1.3874951929750736,"(3, 1)","(16, 6)","(17, 6)",177
-3.789197417789008,"(1, 1)","(17, 6)","(18, 6)",177
-2.0812427894626104,"(2, 2)","(18, 6)","(17, 6)",177
-1.0,"(0, 1)","(17, 6)","(17, 6)",177
-1.6528449856307166,"(3, 2)","(17, 6)","(16, 6)",177
-3.848409790852074,"(1, 3)","(16, 6)","(16, 7)",177
-1.0,"(0, 4)","(16, 7)","(16, 7)",177
-1.0,"(0, 2)","(16, 7)","(16, 7)",177
-1.6528449856307166,"(3, 4)","(16, 7)","(16, 6)",177
-1.0,"(0, 4)","(16, 6)","(16, 6)",177
-3.848409790852074,"(1, 3)","(16, 6)","(16, 7)",177
-1.775031020517655,"(2, 1)","(16, 7)","(17, 7)",177
-4.9654032451987415,"(1, 1)","(17, 7)","(18, 7)",177
-1.894598708894504,"(2, 4)","(18, 7)","(18, 6)",177
-2.0812427894626104,"(2, 2)","(18, 6)","(17, 6)",177
-3.789197417789008,"(1, 1)","(17, 6)","(18, 6)",177
-4.9654032451987415,"(1, 3)","(18, 6)","(18, 7)",177
-5.878439144442801,"(1, 3)","(18, 7)","(18, 8)",177
-1.0,"(0, 3)","(18, 8)","(18, 8)",177
-4.618770960861957,"(1, 1)","(18, 8)","(19, 8)",177
-3.35862956841627,"(2, 4)","(19, 8)","(19, 7)",177
-40.0,"(2, 1)","(19, 7)","(19, 7)",177
-60.0,"(3, 1)","(19, 7)","(19, 7)",177
-40.0,"(2, 1)","(19, 7)","(19, 7)",177
-4.9654032451987415,"(1, 2)","(19, 7)","(18, 7)",177
-1.894598708894504,"(2, 4)","(18, 7)","(18, 6)",177
-1.0,"(0, 4)","(18, 6)","(18, 6)",177
-1.6551344150662473,"(3, 3)","(18, 6)","(18, 7)",177
-1.894598708894504,"(2, 4)","(18, 7)","(18, 6)",177
-1.3874951929750736,"(3, 2)","(18, 6)","(17, 6)",177
-1.1833540136784366,"(3, 3)","(17, 6)","(17, 7)",177
-5.459517225951723,"(1, 3)","(17, 7)","(17, 8)",177
-1.775031020517655,"(2, 4)","(17, 8)","(17, 7)",177
-2.0812427894626104,"(2, 4)","(17, 7)","(17, 6)",177
-2.479267478446075,"(2, 2)","(17, 6)","(16, 6)",177
-4.162485578925221,"(1, 1)","(16, 6)","(17, 6)",177
-1.0,"(0, 4)","(17, 6)","(17, 6)",177
-1.1833540136784366,"(3, 3)","(17, 6)","(17, 7)",177
-1.2828032636173579,"(3, 2)","(17, 7)","(16, 7)",177
-20.0,"(1, 2)","(0, 6)","(0, 6)",178
-1.5388172194634224,"(3, 1)","(0, 6)","(1, 6)",178
-1.0,"(0, 2)","(1, 6)","(1, 6)",178
-2.3051933853324096,"(2, 4)","(1, 6)","(1, 5)",178
-4.616451658390267,"(1, 3)","(1, 5)","(1, 6)",178
-1.0,"(0, 1)","(1, 6)","(1, 6)",178
-2.3758899733976797,"(2, 1)","(1, 6)","(2, 6)",178
-1.5388172194634224,"(3, 2)","(2, 6)","(1, 6)",178
-1.0,"(0, 4)","(1, 6)","(1, 6)",178
-1.0,"(0, 4)","(1, 6)","(1, 6)",178
-1.0,"(0, 3)","(1, 6)","(1, 6)",178
-1.3556000108858528,"(3, 2)","(1, 6)","(0, 6)",178
-1.0,"(0, 2)","(0, 6)","(0, 6)",178
-1.6210097069212714,"(3, 3)","(0, 6)","(0, 7)",178
-2.2149409819549772,"(2, 3)","(0, 7)","(0, 8)",178
-5.16608899521338,"(1, 3)","(0, 8)","(0, 9)",178
-1.476627321303318,"(3, 4)","(0, 9)","(0, 8)",178
-2.58304449760669,"(2, 3)","(0, 8)","(0, 9)",178
-5.8954255974972085,"(1, 1)","(0, 9)","(1, 9)",178
-1.0,"(0, 1)","(1, 9)","(1, 9)",178
-1.7905947700356963,"(2, 2)","(15, 8)","(14, 8)",179
-1.0,"(0, 1)","(14, 8)","(14, 8)",179
-1.0,"(0, 3)","(14, 8)","(14, 8)",179
-4.0355139687742385,"(1, 4)","(14, 8)","(14, 7)",179
-1.0,"(0, 2)","(14, 7)","(14, 7)",179
-2.2447941271089813,"(2, 1)","(14, 7)","(15, 7)",179
-1.0,"(0, 2)","(15, 7)","(15, 7)",179
-1.924204895426037,"(2, 1)","(15, 7)","(16, 7)",179
-1.0,"(0, 3)","(16, 7)","(16, 7)",179
-1.1833540136784366,"(3, 1)","(16, 7)","(17, 7)",179
-1.0,"(0, 1)","(17, 7)","(17, 7)",179
-2.0812427894626104,"(2, 4)","(17, 7)","(17, 6)",179
-4.95853495689215,"(1, 2)","(17, 6)","(16, 6)",179
-2.0812427894626104,"(2, 1)","(16, 6)","(17, 6)",179
-1.1833540136784366,"(3, 3)","(17, 6)","(17, 7)",179
-2.0812427894626104,"(2, 4)","(17, 7)","(17, 6)",179
-1.894598708894504,"(2, 1)","(17, 6)","(18, 6)",179
-1.0,"(0, 3)","(18, 6)","(18, 6)",179
-1.0,"(0, 4)","(18, 6)","(18, 6)",179
-1.0,"(0, 3)","(18, 6)","(18, 6)",179
-2.4827016225993708,"(2, 3)","(18, 6)","(18, 7)",179
-1.959479714814267,"(3, 3)","(18, 7)","(18, 8)",179
-4.9654032451987415,"(1, 4)","(18, 8)","(18, 7)",179
-1.959479714814267,"(3, 3)","(18, 7)","(18, 8)",179
-1.539590320287319,"(3, 1)","(18, 8)","(19, 8)",179
-40.0,"(2, 1)","(19, 8)","(19, 8)",179
-3.35862956841627,"(2, 4)","(19, 8)","(19, 7)",179
-4.9654032451987415,"(1, 2)","(19, 7)","(18, 7)",179
-5.878439144442801,"(1, 3)","(18, 7)","(18, 8)",179
-2.4827016225993708,"(2, 4)","(18, 8)","(18, 7)",179
-1.894598708894504,"(2, 4)","(18, 7)","(18, 6)",179
-1.0,"(0, 2)","(18, 6)","(18, 6)",179
-1.6551344150662473,"(3, 3)","(18, 6)","(18, 7)",179
-1.0,"(0, 2)","(18, 7)","(18, 7)",179
-3.789197417789008,"(1, 4)","(18, 7)","(18, 6)",179
-4.9654032451987415,"(1, 3)","(18, 6)","(18, 7)",179
-2.23908637894418,"(3, 1)","(18, 7)","(19, 7)",179
